Data No,Pt,Au,Ru,Rh,Ir,Pd,IWI,WI,CI,SI,SGP,CP,DP,HP,PDP,T (oC),hr,Al_s,Mg_s,Ce_s,Cu_s,Ti_s,zeolite_s,Zn_s,Mn_s,Fe_s,AcC_s,Nb_s,Si_s,Zr_s,La_s,Co_s,Ce_p,Co_p,Mg_p,Fe_p,Mn_p,Zr_p,K_p,Ni_p,Sn_p,Li_p,Na_p,Rb_p,Cs_p,Nb_p,La_p,Ba_p,Pb_p,Sm_p,Zn_p,Cu_p,H2O%,CO2%,TOS,CO %,O2%,H2%,F/W,Temp,Conv
59,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,160.0,100.0
60,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,140.0,100.0
61,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,120.0,92.0
62,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,100.0,87.0
63,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,80.0,76.0
64,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,60.0,55.0
65,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,40.0,30.0
66,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,30.0,22.0
67,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,280.0,100.0
68,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,260.0,99.0
69,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,240.0,96.0
70,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,220.0,94.0
71,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,200.0,92.0
72,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,180.0,83.0
73,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,160.0,80.0
74,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,140.0,76.0
75,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,120.0,71.0
76,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,100.0,65.0
77,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,80.0,60.0
78,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,60.0,55.0
79,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,40.0,50.0
80,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,30.0,50.0
81,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,280.0,100.0
82,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,260.0,100.0
83,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,240.0,100.0
84,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,220.0,100.0
85,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,200.0,100.0
86,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,180.0,100.0
87,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,160.0,100.0
88,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,140.0,100.0
89,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,120.0,98.0
90,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,100.0,95.0
91,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,80.0,88.0
92,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,60.0,77.0
93,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,40.0,65.0
94,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,30.0,60.0
95,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,280.0,100.0
96,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,260.0,100.0
97,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,240.0,100.0
98,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,220.0,100.0
99,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,200.0,100.0
100,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,180.0,100.0
101,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,160.0,100.0
102,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,140.0,100.0
103,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,120.0,100.0
104,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,100.0,100.0
105,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,80.0,100.0
106,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,60.0,100.0
107,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,40.0,100.0
108,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,6.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,12000.0,30.0,100.0
109,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.14,0.57,2.29,12000.0,380.0,18.0
110,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.14,0.57,2.29,12000.0,360.0,15.0
111,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.14,0.57,2.29,12000.0,340.0,12.0
112,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.14,0.57,2.29,12000.0,320.0,10.0
113,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.14,0.57,2.29,12000.0,300.0,8.0
114,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.14,0.57,2.29,12000.0,280.0,7.0
115,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.14,0.57,2.29,12000.0,260.0,7.0
116,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.14,0.57,2.29,12000.0,240.0,8.0
117,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.14,0.57,2.29,12000.0,220.0,11.0
118,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.14,0.57,2.29,12000.0,200.0,14.0
119,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.14,0.57,2.29,12000.0,180.0,18.0
120,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.14,0.57,2.29,12000.0,160.0,25.0
121,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,300,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.14,0.57,2.29,12000.0,140.0,30.0
